n,bits,mitigation,checksum_mode,action,fault_op,fault_site,stage,slot,bit,seed,fault_observed,golden_match,detected,corrected,max_abs_error,mean_abs_error,rms_error,relative_l2_error,snr_db,checks_performed,check_failures,stage_checks,stage_failures,s1_failures,s2_failures,recomputations,elapsed_ntt_ns,mitigation_time_ns,mod_adds,mod_subs,mod_muls,memory_reads,memory_writes
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,58,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,58,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,58,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,58,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,62,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,62,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,62,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,62,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,63,0,1,PASS,FAIL,no,no,6.40597650e2,2.51578150e2,2.92024411e2,9.10454664e1,-39.18516650,36,0,36,0,0,0,0,423624 ns,385542,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,63,8,1,PASS,FAIL,no,no,5.87162019e2,2.65447437e2,3.09336757e2,9.64429967e1,-39.68541393,36,0,36,0,0,0,0,155917 ns,141544,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,63,24,1,PASS,FAIL,no,no,5.61797638e2,2.70902857e2,2.99486726e2,9.33720184e1,-39.40433494,36,0,36,0,0,0,0,425916 ns,388624,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,63,26,1,PASS,FAIL,no,no,6.94573755e2,2.53899228e2,2.92915921e2,9.13234156e1,-39.21164292,36,0,36,0,0,0,0,443124 ns,399957,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,1,0,2,PASS,FAIL,no,no,4.53959891e2,2.32795804e2,2.59221705e2,8.08184528e1,-38.15021064,36,0,36,0,0,0,0,157168 ns,142919,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,1,8,2,PASS,FAIL,no,no,6.92080617e2,2.63561511e2,3.06958293e2,9.57014548e1,-39.61837079,36,0,36,0,0,0,0,443292 ns,396832,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,1,24,2,PASS,FAIL,no,no,5.79684334e2,2.58504880e2,3.02332527e2,9.42592638e1,-39.48648087,36,0,36,0,0,0,0,423709 ns,385670,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,1,26,2,PASS,FAIL,no,no,6.06635519e2,2.94904294e2,3.24546649e2,1.01185038e2,-40.10232596,36,0,36,0,0,0,0,451542 ns,406501,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,4,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,4,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,4,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,4,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,6,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,6,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,6,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,6,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,7,0,2,PASS,FAIL,no,no,6.75983122e2,2.67773683e2,3.07511136e2,9.58738167e1,-39.63400034,36,0,36,0,0,0,0,341584 ns,310086,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,7,8,2,PASS,FAIL,no,no,4.34013907e2,2.35640804e2,2.54761999e2,7.94280346e1,-37.99947632,36,0,36,0,0,0,0,158333 ns,143294,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,7,24,2,PASS,FAIL,no,no,5.77638676e2,2.58168851e2,2.82193893e2,8.79805718e1,-38.88773560,36,0,36,0,0,0,0,539708 ns,494626,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,7,26,2,PASS,FAIL,no,no,5.99441902e2,2.72878019e2,3.04036273e2,9.47904466e1,-39.53529138,36,0,36,0,0,0,0,424416 ns,385837,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,8,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,8,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,8,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,8,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,9,0,2,PASS,FAIL,no,no,7.68101324e2,2.72666746e2,3.06766502e2,9.56416593e1,-39.61294205,36,0,36,0,0,0,0,430791 ns,392707,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,9,8,2,PASS,FAIL,no,no,5.43005410e2,2.67321555e2,2.99511130e2,9.33796270e1,-39.40504269,36,0,36,0,0,0,0,428083 ns,390164,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,9,24,2,PASS,FAIL,no,no,4.60958380e2,2.45668925e2,2.74905389e2,8.57082095e1,-38.66044845,36,0,36,0,0,0,0,426334 ns,386210,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,9,26,2,PASS,FAIL,no,no,5.95935426e2,2.91837278e2,3.22192350e2,1.00451030e2,-40.03908786,36,0,36,0,0,0,0,419877 ns,385378,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,10,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,10,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,10,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,10,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,11,0,2,PASS,FAIL,no,no,5.47196418e2,2.69929948e2,2.94995317e2,9.19717163e1,-39.27308582,36,0,36,0,0,0,0,437082 ns,399210,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,11,8,2,PASS,FAIL,no,no,6.68838213e2,2.33662194e2,2.79067799e2,8.70059385e1,-38.79097792,36,0,36,0,0,0,0,426292 ns,388251,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,11,24,2,PASS,FAIL,no,no,6.32743051e2,2.69592938e2,3.13390690e2,9.77069055e1,-39.79850518,36,0,36,0,0,0,0,421001 ns,386419,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,11,26,2,PASS,FAIL,no,no,5.57460448e2,2.52064527e2,2.91494606e2,9.08802874e1,-39.16939384,36,0,36,0,0,0,0,432250 ns,391752,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,15,0,2,PASS,FAIL,no,no,6.92503052e2,2.65055632e2,2.95699360e2,9.21912182e1,-39.29379108,36,0,36,0,0,0,0,443001 ns,406209,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,15,8,2,PASS,FAIL,no,no,6.13585828e2,2.79442816e2,3.09596816e2,9.65240762e1,-39.69271308,36,0,36,0,0,0,0,423708 ns,389497,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,15,24,2,PASS,FAIL,no,no,5.24228357e2,2.13872804e2,2.42376100e2,7.55664400e1,-37.56657925,36,0,36,0,0,0,0,427417 ns,388501,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,15,26,2,PASS,FAIL,no,no,6.38926699e2,2.48268862e2,2.86399103e2,8.92916446e1,-39.01621644,36,0,36,0,0,0,0,665459 ns,607957,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,16,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,16,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,16,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,16,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,18,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,18,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,18,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,18,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,19,0,2,PASS,FAIL,no,no,5.38191880e2,2.49457842e2,2.77595617e2,8.65469513e1,-38.74503548,36,0,36,0,0,0,0,426209 ns,388873,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,19,8,2,PASS,FAIL,no,no,6.22640794e2,2.88653420e2,3.21904988e2,1.00361438e2,-40.03133750,36,0,36,0,0,0,0,426708 ns,392499,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,19,24,2,PASS,FAIL,no,no,5.80491201e2,2.55821531e2,2.84895468e2,8.88228511e1,-38.97049419,36,0,36,0,0,0,0,434208 ns,393500,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,19,26,2,PASS,FAIL,no,no,5.81559407e2,2.59536415e2,2.92827322e2,9.12957927e1,-39.20901528,36,0,36,0,0,0,0,429083 ns,390127,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,23,0,2,PASS,FAIL,no,no,7.58401359e2,2.90665783e2,3.24737554e2,1.01244557e2,-40.10743368,36,0,36,0,0,0,0,427709 ns,389250,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,23,8,2,PASS,FAIL,no,no,8.35527300e2,2.51229748e2,3.12703458e2,9.74926449e1,-39.77943705,36,0,36,0,0,0,0,424333 ns,386998,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,23,24,2,PASS,FAIL,no,no,5.26128368e2,2.91613998e2,3.17497952e2,9.89874409e1,-39.91160193,36,0,36,0,0,0,0,437835 ns,396416,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,23,26,2,PASS,FAIL,no,no,7.22862403e2,2.55585327e2,3.02861349e2,9.44241363e1,-39.50166042,36,0,36,0,0,0,0,435207 ns,396582,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,24,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,24,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,24,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,24,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,26,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,26,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,26,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,26,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,27,0,2,PASS,FAIL,no,no,5.42728582e2,2.51372058e2,2.83902412e2,8.85132427e1,-38.94016503,36,0,36,0,0,0,0,424083 ns,386372,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,27,8,2,PASS,FAIL,no,no,6.03149462e2,2.58019119e2,2.90113943e2,9.04498332e1,-39.12815540,36,0,36,0,0,0,0,434085 ns,393712,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,27,24,2,PASS,FAIL,no,no,5.45704217e2,2.70122254e2,2.98184865e2,9.29661325e1,-39.36649529,36,0,36,0,0,0,0,428584 ns,390834,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,27,26,2,PASS,FAIL,no,no,6.01490492e2,2.56208003e2,2.90833619e2,9.06742090e1,-39.14967552,36,0,36,0,0,0,0,430167 ns,391959,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,28,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,28,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,28,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,28,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,29,0,2,PASS,FAIL,no,no,6.45506252e2,2.56315750e2,2.94042573e2,9.16746759e1,-39.24498767,36,0,36,0,0,0,0,425625 ns,387496,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,29,8,2,PASS,FAIL,no,no,7.23760993e2,2.39697491e2,2.84163242e2,8.85945625e1,-38.94814136,36,0,36,0,0,0,0,424667 ns,385040,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,29,24,2,PASS,FAIL,no,no,5.50012893e2,2.58681475e2,2.94075618e2,9.16849784e1,-39.24596374,36,0,36,0,0,0,0,432792 ns,392125,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,29,26,2,PASS,FAIL,no,no,1.04324592e3,2.44958289e2,3.17762753e2,9.90699989e1,-39.91884316,36,0,36,0,0,0,0,425416 ns,387752,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,31,0,2,PASS,FAIL,no,no,5.48453965e2,2.67138479e2,2.98922123e2,9.31959901e1,-39.38794453,36,0,36,0,0,0,0,808500 ns,738668,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,31,8,2,PASS,FAIL,no,no,5.75600931e2,2.84631282e2,3.14783756e2,9.81412266e1,-39.83702963,36,0,36,0,0,0,0,426917 ns,388667,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,31,24,2,PASS,FAIL,no,no,6.46054128e2,2.74276343e2,3.16873285e2,9.87926862e1,-39.89449589,36,0,36,0,0,0,0,431792 ns,391959,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,31,26,2,PASS,FAIL,no,no,6.07098168e2,2.55048123e2,2.86063487e2,8.91870086e1,-39.00603195,36,0,36,0,0,0,0,422083 ns,382999,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,32,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,32,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,32,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,32,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,33,0,2,PASS,FAIL,no,no,5.68562296e2,2.64684342e2,2.96391064e2,9.24068730e1,-39.31408548,36,0,36,0,0,0,0,426459 ns,387709,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,33,8,2,PASS,FAIL,no,no,5.49185619e2,2.75327847e2,3.09611607e2,9.65286879e1,-39.69312806,36,0,36,0,0,0,0,421125 ns,384580,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,33,24,2,PASS,FAIL,no,no,5.70877260e2,2.93992007e2,3.17288880e2,9.89222579e1,-39.90588041,36,0,36,0,0,0,0,433458 ns,394582,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,33,26,2,PASS,FAIL,no,no,5.21734039e2,2.71928115e2,2.96945776e2,9.25798177e1,-39.33032642,36,0,36,0,0,0,0,427084 ns,388793,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,35,0,2,PASS,FAIL,no,no,5.96175359e2,2.90875359e2,3.24757796e2,1.01250868e2,-40.10797509,36,0,36,0,0,0,0,431000 ns,392837,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,35,8,2,PASS,FAIL,no,no,4.71655298e2,2.49718023e2,2.77541425e2,8.65300556e1,-38.74333965,36,0,36,0,0,0,0,422543 ns,386414,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,35,24,2,PASS,FAIL,no,no,7.50026544e2,2.72273670e2,3.07764801e2,9.59529025e1,-39.64116233,36,0,36,0,0,0,0,438500 ns,398498,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,35,26,2,PASS,FAIL,no,no,5.68053368e2,2.50554019e2,2.93979504e2,9.16550125e1,-39.24312442,36,0,36,0,0,0,0,803708 ns,735039,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,38,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,38,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,38,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,38,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,43,0,2,PASS,FAIL,no,no,6.15069262e2,2.67801011e2,2.94456552e2,9.18037436e1,-39.25720782,36,0,36,0,0,0,0,422083 ns,385835,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,43,8,2,PASS,FAIL,no,no,7.88807593e2,2.37871158e2,2.80452679e2,8.74377074e1,-38.83397524,36,0,36,0,0,0,0,426500 ns,388295,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,43,24,2,PASS,FAIL,no,no,6.98103788e2,2.96137121e2,3.28058742e2,1.02280015e2,-40.19581568,36,0,36,0,0,0,0,433333 ns,394163,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,43,26,2,PASS,FAIL,no,no,6.16299848e2,2.55714201e2,2.83527940e2,8.83964920e1,-38.92870061,36,0,36,0,0,0,0,431208 ns,392667,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,45,0,2,PASS,FAIL,no,no,6.49160592e2,2.44541896e2,2.77884351e2,8.66369709e1,-38.75406519,36,0,36,0,0,0,0,417292 ns,383372,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,45,8,2,PASS,FAIL,no,no,5.05957977e2,2.44480252e2,2.74761606e2,8.56633818e1,-38.65590431,36,0,36,0,0,0,0,434582 ns,393835,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,45,24,2,PASS,FAIL,no,no,4.47816348e2,2.35083220e2,2.66381996e2,8.30508414e1,-38.38688073,36,0,36,0,0,0,0,428583 ns,390582,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,45,26,2,PASS,FAIL,no,no,5.72160172e2,2.60117858e2,2.88849133e2,9.00554991e1,-39.09020475,36,0,36,0,0,0,0,425876 ns,387166,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,46,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,46,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,46,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
